CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	SMC.hypo.dmr.bed	CAMK2D
chr5	7519184	7519185	rs17826816	Intelligence	SMC.hypo.dmr.bed	ADCY2
chr5	103346443	103346444	rs76160968	Intelligence	SMC.hypo.dmr.bed	MACIR - PDZPH1P
chr6	97890026	97890027	rs6928545	Intelligence	SMC.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	SMC.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	SMC.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	100505271	100505272	rs240764	Neuroticism	SMC.hypo.dmr.bed	SIM1 - ASCC3
chr7	1856776	1856777	rs4236274	Bipolar disorder	SMC.hypo.dmr.bed	MAD1L1
chr7	1856776	1856777	rs4236274	Bipolar disorder	SMC.hypo.dmr.bed	MAD1L1
chr1	43939890	43939891	rs11210937	Intelligence	Microglia.hypo.dmr.bed	LINC02918
chr10	11676713	11676714	rs7912495	Late-onset Alzheimer's disease	Microglia.hypo.dmr.bed	USP6NL-AS1 - ECHDC3
chr10	11676713	11676714	rs7912495	Alzheimer's disease	Microglia.hypo.dmr.bed	USP6NL-AS1 - ECHDC3
chr10	18456175	18456176	rs7893279	Schizophrenia	Microglia.hypo.dmr.bed	CACNB2
chr10	96266649	96266650	rs6584063	Alzheimer's disease	Microglia.hypo.dmr.bed	BLNK
chr11	61824434	61824435	rs12226877	Bipolar disorder	Microglia.hypo.dmr.bed	FADS1, FADS2
chr11	64242406	64242407	rs4672	Bipolar disorder	Microglia.hypo.dmr.bed	FKBP2
chr11	66081266	66081267	rs475805	Bipolar disorder	Microglia.hypo.dmr.bed	PACS1
chr11	86139200	86139201	rs3844143	Family history of Alzheimer's disease	Microglia.hypo.dmr.bed	PICALM - RNU6-560P
chr11	86156832	86156833	rs10792832	Alzheimer's disease (late onset)	Microglia.hypo.dmr.bed	RNU6-560P - LINC02695
chr11	86156832	86156833	rs10792832	Family history of Alzheimer's disease	Microglia.hypo.dmr.bed	RNU6-560P - LINC02695
chr11	86156832	86156833	rs10792832	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	RNU6-560P - LINC02695
chr11	121482367	121482368	rs74685827	Alzheimer's disease	Microglia.hypo.dmr.bed	SORL1
chr15	77714870	77714871	rs4076457	Educational attainment (years of education)	Microglia.hypo.dmr.bed	LINGO1
chr16	28322089	28322090	rs2650492	Intelligence	Microglia.hypo.dmr.bed	SBK1
chr16	28322089	28322090	rs2650492	Intelligence	Microglia.hypo.dmr.bed	SBK1
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	Microglia.hypo.dmr.bed	SALL1
chr16	68263324	68263325	rs9888986	Intelligence	Microglia.hypo.dmr.bed	PLA2G15 - SLC7A6
chr16	79574510	79574511	rs450674	Alzheimer's disease	Microglia.hypo.dmr.bed	RNA5SP431 - MAF
chr16	81739397	81739398	rs12446759	Alzheimer's disease	Microglia.hypo.dmr.bed	PLCG2
chr16	90103686	90103687	rs56407236	Alzheimer's disease	Microglia.hypo.dmr.bed	FAM157C
chr17	1916216	1916217	rs66506713	Bipolar disorder	Microglia.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	58332679	58332680	rs2526377	Alzheimer's disease	Microglia.hypo.dmr.bed	TSPOAP1-AS1
chr18	62576642	62576643	rs11557713	Bipolar disorder	Microglia.hypo.dmr.bed	ZCCHC2
chr19	16583798	16583799	rs12462428	Educational attainment (years of education)	Microglia.hypo.dmr.bed	MED26
chr19	44737326	44737327	rs55923289	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	CEACAM16-AS1 - BCL3
chr19	45040496	45040497	rs76856627	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	CLASRP
chr19	51224705	51224706	rs3865444	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	SIGLEC22P - CD33
chr19	51224705	51224706	rs3865444	Alzheimer's disease (late onset)	Microglia.hypo.dmr.bed	SIGLEC22P - CD33
chr2	10821347	10821348	rs7590368	Educational attainment (years of education)	Microglia.hypo.dmr.bed	PDIA6
chr2	60483435	60483436	rs13019832	Intelligence	Microglia.hypo.dmr.bed	BCL11A
chr2	71455659	71455660	rs12479238	Intelligence	Microglia.hypo.dmr.bed	DYSF
chr2	72134375	72134376	rs3768644	Schizophrenia	Microglia.hypo.dmr.bed	CYP26B1
chr2	73338164	73338165	rs11898362	Intelligence	Microglia.hypo.dmr.bed	RNU6-111P - RPSAP28
chr2	127135233	127135234	rs6733839	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	BIN1 - NIFKP9
chr2	127135233	127135234	rs6733839	Alzheimer's disease (late onset)	Microglia.hypo.dmr.bed	BIN1 - NIFKP9
chr2	127135233	127135234	rs6733839	Alzheimer's disease	Microglia.hypo.dmr.bed	BIN1 - NIFKP9
chr2	161999637	161999638	rs2268894	Intelligence	Microglia.hypo.dmr.bed	DPP4
chr2	232727790	232727791	rs6704768	Schizophrenia	Microglia.hypo.dmr.bed	GIGYF2
chr2	233117201	233117202	rs10933431	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	INPP5D
chr2	233117201	233117202	rs10933431	Family history of Alzheimer's disease	Microglia.hypo.dmr.bed	INPP5D
chr2	233117201	233117202	rs10933431	Alzheimer's disease (late onset)	Microglia.hypo.dmr.bed	INPP5D
chr2	233117201	233117202	rs10933431	Alzheimer's disease	Microglia.hypo.dmr.bed	INPP5D
chr20	48856500	48856501	rs2145839	Intelligence	Microglia.hypo.dmr.bed	PREX1 - ARFGEF2
chr20	48927066	48927067	rs6019537	Intelligence	Microglia.hypo.dmr.bed	ARFGEF2
chr22	37742371	37742372	rs4396807	Intelligence	Microglia.hypo.dmr.bed	TRIOBP
chr22	41458441	41458442	rs9607805	Neuroticism	Microglia.hypo.dmr.bed	ACO2
chr3	36876909	36876910	rs73068042	Bipolar disorder	Microglia.hypo.dmr.bed	TRANK1
chr3	49352816	49352817	rs17650792	Intelligence	Microglia.hypo.dmr.bed	USP4 - GPX1
chr3	49353648	49353649	rs13090388	Educational attainment (years of education)	Microglia.hypo.dmr.bed	USP4 - GPX1
chr3	85278367	85278368	rs73845427	Intelligence	Microglia.hypo.dmr.bed	CADM2
chr3	155069721	155069722	rs16824536	Alzheimer's disease	Microglia.hypo.dmr.bed	MME
chr4	40197225	40197226	rs2245466	Alzheimer's disease	Microglia.hypo.dmr.bed	RHOH
chr4	105185195	105185196	rs10010325	Intelligence	Microglia.hypo.dmr.bed	TET2-AS1, TET2
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	Microglia.hypo.dmr.bed	CAMK2D
chr4	117551577	117551578	rs2635253	Bipolar disorder	Microglia.hypo.dmr.bed	LINC01378
chr5	7519184	7519185	rs17826816	Intelligence	Microglia.hypo.dmr.bed	ADCY2
chr5	61302715	61302716	rs4391122	Schizophrenia	Microglia.hypo.dmr.bed	LINC02057
chr5	140322334	140322335	rs739954	Intelligence	Microglia.hypo.dmr.bed	PFDN1 - HBEGF
chr5	151052826	151052827	rs871269	Late-onset Alzheimer's disease	Microglia.hypo.dmr.bed	TNIP1
chr5	151052826	151052827	rs871269	Alzheimer's disease	Microglia.hypo.dmr.bed	TNIP1
chr6	97890026	97890027	rs6928545	Intelligence	Microglia.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Microglia.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Microglia.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr7	24135245	24135246	rs10950995	Intelligence	Microglia.hypo.dmr.bed	RNA5SP228 - NPY
chr7	127955023	127955024	rs12536253	Intelligence	Microglia.hypo.dmr.bed	SND1
chr8	11731532	11731533	rs34421088	Neuroticism	Microglia.hypo.dmr.bed	GATA4
chr8	11897545	11897546	rs1908814	Neuroticism	Microglia.hypo.dmr.bed	CTSB - OR7E158P
chr8	27337603	27337604	rs28834970	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hypo.dmr.bed	PTK2B
chr8	27337603	27337604	rs28834970	Alzheimer's disease (late onset)	Microglia.hypo.dmr.bed	PTK2B
chr8	27337603	27337604	rs28834970	Family history of Alzheimer's disease	Microglia.hypo.dmr.bed	PTK2B
chr9	93291645	93291646	rs1889339	Bipolar disorder	Microglia.hypo.dmr.bed	WNK2
chr9	126444552	126444553	rs10122788	Bipolar disorder	Microglia.hypo.dmr.bed	MVB12B
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	Oligodendrocyte.hypo.dmr.bed	ITGA8
chr10	60366097	60366098	rs10994318	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	ANK3
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	LRRTM3, CTNNA3
chr11	61851135	61851136	rs174592	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	FADS2
chr11	88959904	88959905	rs604551	Neuroticism	Oligodendrocyte.hypo.dmr.bed	GRM5
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	LINC02550
chr12	49080448	49080449	rs7959831	Intelligence	Oligodendrocyte.hypo.dmr.bed	RHEBL1 - DHH
chr12	109549112	109549113	rs888194	Neuroticism	Oligodendrocyte.hypo.dmr.bed	UBE3B - MMAB
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	Oligodendrocyte.hypo.dmr.bed	HIP1R
chr13	68796168	68796169	rs7999314	Neuroticism	Oligodendrocyte.hypo.dmr.bed	RN7SL761P - LINC00550
chr13	97212766	97212767	rs4771268	Parkinson's disease or first degree relation to individual with Parkinson's disease	Oligodendrocyte.hypo.dmr.bed	LINC00456 - MBNL2
chr13	105991972	105991973	rs2248179	Intelligence	Oligodendrocyte.hypo.dmr.bed	LINC00343 - RNA5SP38
chr14	32809803	32809804	rs12885221	Intelligence	Oligodendrocyte.hypo.dmr.bed	AKAP6
chr16	9136958	9136959	rs28455634	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	HAPSTR1 - RPL21P119
chr17	45914148	45914149	rs192818565	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	MAPT
chr17	46274020	46274021	rs2732708	Neuroticism	Oligodendrocyte.hypo.dmr.bed	MAPK8IP1P1 - ARL17B
chr17	46696416	46696417	rs199441	Neuroticism	Oligodendrocyte.hypo.dmr.bed	NSF
chr17	55290102	55290103	rs884301	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	HLF
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	CEACAM16-AS1, IGSF23
chr19	45045876	45045877	rs112481437	Alzheimer's disease or family history of Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	CLASRP
chr2	57760457	57760458	rs11682175	Schizophrenia	Oligodendrocyte.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	Oligodendrocyte.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57990208	57990209	rs77622099	Neuroticism	Oligodendrocyte.hypo.dmr.bed	VRK2
chr2	165295878	165295879	rs17183814	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	SCN2A
chr20	35632067	35632068	rs78084033	Intelligence	Oligodendrocyte.hypo.dmr.bed	CPNE1
chr20	48794918	48794919	rs2208590	Intelligence	Oligodendrocyte.hypo.dmr.bed	PREX1
chr21	26775871	26775872	rs2830489	Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	CYYR1 - ADAMTS1
chr22	39444822	39444823	rs5750830	Intelligence	Oligodendrocyte.hypo.dmr.bed	TAB1 - MGAT3
chr22	42335533	42335534	rs4822112	Intelligence	Oligodendrocyte.hypo.dmr.bed	TCF20
chr3	2506101	2506102	rs17194490	Schizophrenia	Oligodendrocyte.hypo.dmr.bed	CNTN4
chr3	39492989	39492990	rs616147	Amyotrophic lateral sclerosis	Oligodendrocyte.hypo.dmr.bed	MOBP
chr3	50018831	50018832	rs2624818	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	RBM6
chr3	50091965	50091966	rs2013208	Intelligence	Oligodendrocyte.hypo.dmr.bed	RBM6, RBM5
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	GPM6A
chr5	109700364	109700365	rs4388249	Schizophrenia	Oligodendrocyte.hypo.dmr.bed	MAN2A1
chr5	109722892	109722893	rs1438660	Intelligence	Oligodendrocyte.hypo.dmr.bed	MAN2A1
chr5	111669293	111669294	rs255892	Intelligence	Oligodendrocyte.hypo.dmr.bed	NREP, STARD4-AS1
chr6	111858434	111858435	rs17073012	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	FYN
chr6	114291730	114291731	rs785129	Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	HS3ST5, HDAC2-AS2
chr7	100334425	100334426	rs7384878	Late-onset Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	PMS2P1
chr7	100334425	100334426	rs7384878	Family history of Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	PMS2P1
chr7	100334425	100334426	rs7384878	Alzheimer's disease	Oligodendrocyte.hypo.dmr.bed	PMS2P1
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	Oligodendrocyte.hypo.dmr.bed	TSC22D4 - NYAP1
chr7	127732370	127732371	rs3808093	Intelligence	Oligodendrocyte.hypo.dmr.bed	SND1
chr9	93574507	93574508	rs10429558	Neuroticism	Oligodendrocyte.hypo.dmr.bed	FAM120A - PHF2
chr9	126444552	126444553	rs10122788	Bipolar disorder	Oligodendrocyte.hypo.dmr.bed	MVB12B
chr1	29961103	29961104	rs1498232	Schizophrenia	Oligodendrocyte.hyper.dmr.bed	LINC01756 - LINC01648
chr10	18456175	18456176	rs7893279	Schizophrenia	Oligodendrocyte.hyper.dmr.bed	CACNB2
chr10	104708094	104708095	rs3896224	Intelligence	Oligodendrocyte.hyper.dmr.bed	SORCS3
chr11	64242406	64242407	rs4672	Bipolar disorder	Oligodendrocyte.hyper.dmr.bed	FKBP2
chr11	86139200	86139201	rs3844143	Family history of Alzheimer's disease	Oligodendrocyte.hyper.dmr.bed	PICALM - RNU6-560P
chr11	121482367	121482368	rs74685827	Alzheimer's disease	Oligodendrocyte.hyper.dmr.bed	SORL1
chr15	77707093	77707094	rs11072662	Neuroticism	Oligodendrocyte.hyper.dmr.bed	LINGO1
chr16	89566316	89566317	rs12932628	Bipolar disorder	Oligodendrocyte.hyper.dmr.bed	RPL13
chr19	16583798	16583799	rs12462428	Educational attainment (years of education)	Oligodendrocyte.hyper.dmr.bed	MED26
chr2	73338164	73338165	rs11898362	Intelligence	Oligodendrocyte.hyper.dmr.bed	RNU6-111P - RPSAP28
chr20	48927066	48927067	rs6019537	Intelligence	Oligodendrocyte.hyper.dmr.bed	ARFGEF2
chr3	36876909	36876910	rs73068042	Bipolar disorder	Oligodendrocyte.hyper.dmr.bed	TRANK1
chr3	49277526	49277527	rs56306491	Intelligence	Oligodendrocyte.hyper.dmr.bed	USP4
chr3	85278367	85278368	rs73845427	Intelligence	Oligodendrocyte.hyper.dmr.bed	CADM2
chr3	108384585	108384586	rs3860537	Intelligence	Oligodendrocyte.hyper.dmr.bed	MYH15
chr3	155069721	155069722	rs16824536	Alzheimer's disease	Oligodendrocyte.hyper.dmr.bed	MME
chr4	105185195	105185196	rs10010325	Intelligence	Oligodendrocyte.hyper.dmr.bed	TET2-AS1, TET2
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	Oligodendrocyte.hyper.dmr.bed	CAMK2D
chr5	7519184	7519185	rs17826816	Intelligence	Oligodendrocyte.hyper.dmr.bed	ADCY2
chr6	97890026	97890027	rs6928545	Intelligence	Oligodendrocyte.hyper.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Oligodendrocyte.hyper.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Oligodendrocyte.hyper.dmr.bed	MIR2113 - EIF4EBP2P3
chr7	24135245	24135246	rs10950995	Intelligence	Oligodendrocyte.hyper.dmr.bed	RNA5SP228 - NPY
chr1	72122435	72122436	rs12128707	Intelligence	Microglia.hyper.dmr.bed	NEGR1
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	Microglia.hyper.dmr.bed	ITGA8
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	Microglia.hyper.dmr.bed	LRRTM3, CTNNA3
chr11	61851135	61851136	rs174592	Bipolar disorder	Microglia.hyper.dmr.bed	FADS2
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Microglia.hyper.dmr.bed	LINC02550
chr12	109549112	109549113	rs888194	Neuroticism	Microglia.hyper.dmr.bed	UBE3B - MMAB
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	Microglia.hyper.dmr.bed	HIP1R
chr13	105991972	105991973	rs2248179	Intelligence	Microglia.hyper.dmr.bed	LINC00343 - RNA5SP38
chr14	74908195	74908196	rs17102884	Neuroticism	Microglia.hyper.dmr.bed	RPS6KL1
chr15	77821709	77821710	rs4886920	Neuroticism	Microglia.hyper.dmr.bed	LINGO1 - CSPG4P13
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	Microglia.hyper.dmr.bed	ATXN2L
chr17	1932187	1932188	rs4790841	Bipolar disorder	Microglia.hyper.dmr.bed	RPA1 - RTN4RL1
chr17	55290102	55290103	rs884301	Bipolar disorder	Microglia.hyper.dmr.bed	HLF
chr18	37784133	37784134	rs12961969	Neuroticism	Microglia.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr19	1066626	1066627	rs112131072	Alzheimer's disease	Microglia.hyper.dmr.bed	ARHGAP45
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hyper.dmr.bed	CEACAM16-AS1, IGSF23
chr19	44960128	44960129	rs116949436	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hyper.dmr.bed	CLPTM1
chr19	44960140	44960141	rs576651896	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hyper.dmr.bed	CLPTM1
chr19	45045876	45045877	rs112481437	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hyper.dmr.bed	CLASRP
chr19	45049328	45049329	rs147188206	Alzheimer's disease or family history of Alzheimer's disease	Microglia.hyper.dmr.bed	CLASRP
chr19	46351483	46351484	rs534666677	Neuroticism	Microglia.hyper.dmr.bed	PPP5C
chr19	49950059	49950060	rs9304690	Alzheimer's disease	Microglia.hyper.dmr.bed	SIGLEC11
chr2	57990208	57990209	rs77622099	Neuroticism	Microglia.hyper.dmr.bed	VRK2
chr22	39444822	39444823	rs5750830	Intelligence	Microglia.hyper.dmr.bed	TAB1 - MGAT3
chr3	137041755	137041756	rs7651736	Neuroticism	Microglia.hyper.dmr.bed	IL20RB - RNA5SP142
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Microglia.hyper.dmr.bed	GPM6A
chr5	90057392	90057393	rs166820	Intelligence	Microglia.hyper.dmr.bed	MIR3660 - LINC01339
chr5	111669293	111669294	rs255892	Intelligence	Microglia.hyper.dmr.bed	NREP, STARD4-AS1
chr5	169812703	169812704	rs6860963	Intelligence	Microglia.hyper.dmr.bed	DOCK2
chr6	114291730	114291731	rs785129	Alzheimer's disease	Microglia.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr9	93574507	93574508	rs10429558	Neuroticism	Microglia.hyper.dmr.bed	FAM120A - PHF2
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hyper.dmr.bed	ITGA8
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	Endo.hyper.dmr.bed	LRRTM3, CTNNA3
chr11	61851135	61851136	rs174592	Bipolar disorder	Endo.hyper.dmr.bed	FADS2
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Endo.hyper.dmr.bed	LINC02550
chr12	109549112	109549113	rs888194	Neuroticism	Endo.hyper.dmr.bed	UBE3B - MMAB
chr12	110285439	110285440	rs4766428	Schizophrenia	Endo.hyper.dmr.bed	ATP2A2
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hyper.dmr.bed	HIP1R
chr13	105991972	105991973	rs2248179	Intelligence	Endo.hyper.dmr.bed	LINC00343 - RNA5SP38
chr17	1932187	1932188	rs4790841	Bipolar disorder	Endo.hyper.dmr.bed	RPA1 - RTN4RL1
chr17	55290102	55290103	rs884301	Bipolar disorder	Endo.hyper.dmr.bed	HLF
chr19	45045876	45045877	rs112481437	Alzheimer's disease or family history of Alzheimer's disease	Endo.hyper.dmr.bed	CLASRP
chr19	45049328	45049329	rs147188206	Alzheimer's disease or family history of Alzheimer's disease	Endo.hyper.dmr.bed	CLASRP
chr19	45152074	45152075	rs28469095	Alzheimer's disease or family history of Alzheimer's disease	Endo.hyper.dmr.bed	NKPD1, MARK4
chr2	57760457	57760458	rs11682175	Schizophrenia	Endo.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	Endo.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	165295878	165295879	rs17183814	Bipolar disorder	Endo.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	Endo.hyper.dmr.bed	SCN2A
chr20	35632067	35632068	rs78084033	Intelligence	Endo.hyper.dmr.bed	CPNE1
chr22	39444822	39444823	rs5750830	Intelligence	Endo.hyper.dmr.bed	TAB1 - MGAT3
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Endo.hyper.dmr.bed	GPM6A
chr6	111858434	111858435	rs17073012	Bipolar disorder	Endo.hyper.dmr.bed	FYN
chr6	114291730	114291731	rs785129	Alzheimer's disease	Endo.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr7	99934131	99934132	rs148490894	Educational attainment (years of education)	Endo.hyper.dmr.bed	GJC3 - Y_RNA
chr8	27465456	27465457	rs34181358	Alzheimer's disease or family history of Alzheimer's disease	Endo.hyper.dmr.bed	CHRNA2
chr9	93574507	93574508	rs10429558	Neuroticism	Endo.hyper.dmr.bed	FAM120A - PHF2
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	Lymphocyte.hyper.dmr.bed	ITGA8
chr11	61851135	61851136	rs174592	Bipolar disorder	Lymphocyte.hyper.dmr.bed	FADS2
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Lymphocyte.hyper.dmr.bed	LINC02550
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	Lymphocyte.hyper.dmr.bed	HIP1R
chr13	105991972	105991973	rs2248179	Intelligence	Lymphocyte.hyper.dmr.bed	LINC00343 - RNA5SP38
chr18	37784133	37784134	rs12961969	Neuroticism	Lymphocyte.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr19	1066626	1066627	rs112131072	Alzheimer's disease	Lymphocyte.hyper.dmr.bed	ARHGAP45
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	Lymphocyte.hyper.dmr.bed	CEACAM16-AS1, IGSF23
chr19	45045876	45045877	rs112481437	Alzheimer's disease or family history of Alzheimer's disease	Lymphocyte.hyper.dmr.bed	CLASRP
chr19	45077113	45077114	rs60239918	Alzheimer's disease or family history of Alzheimer's disease	Lymphocyte.hyper.dmr.bed	GEMIN7-AS1
chr2	57990208	57990209	rs77622099	Neuroticism	Lymphocyte.hyper.dmr.bed	VRK2
chr22	39444822	39444823	rs5750830	Intelligence	Lymphocyte.hyper.dmr.bed	TAB1 - MGAT3
chr3	49277526	49277527	rs56306491	Intelligence	Lymphocyte.hyper.dmr.bed	USP4
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Lymphocyte.hyper.dmr.bed	GPM6A
chr5	111669293	111669294	rs255892	Intelligence	Lymphocyte.hyper.dmr.bed	NREP, STARD4-AS1
chr5	169812703	169812704	rs6860963	Intelligence	Lymphocyte.hyper.dmr.bed	DOCK2
chr6	114291730	114291731	rs785129	Alzheimer's disease	Lymphocyte.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr9	93574507	93574508	rs10429558	Neuroticism	Lymphocyte.hyper.dmr.bed	FAM120A - PHF2
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	VLMC.hyper.dmr.bed	LRRTM3, CTNNA3
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	VLMC.hyper.dmr.bed	LINC02550
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hyper.dmr.bed	HIP1R
chr14	32809803	32809804	rs12885221	Intelligence	VLMC.hyper.dmr.bed	AKAP6
chr17	55290102	55290103	rs884301	Bipolar disorder	VLMC.hyper.dmr.bed	HLF
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hyper.dmr.bed	CEACAM16-AS1, IGSF23
chr19	45045876	45045877	rs112481437	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hyper.dmr.bed	CLASRP
chr2	57760457	57760458	rs11682175	Schizophrenia	VLMC.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	VLMC.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr20	48794918	48794919	rs2208590	Intelligence	VLMC.hyper.dmr.bed	PREX1
chr22	39444822	39444823	rs5750830	Intelligence	VLMC.hyper.dmr.bed	TAB1 - MGAT3
chr4	40197225	40197226	rs2245466	Alzheimer's disease	VLMC.hyper.dmr.bed	RHOH
chr5	111669293	111669294	rs255892	Intelligence	VLMC.hyper.dmr.bed	NREP, STARD4-AS1
chr6	114291730	114291731	rs785129	Alzheimer's disease	VLMC.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr1	31640892	31640893	rs7546297	Intelligence	OPC.hypo.dmr.bed	PEF1
chr1	204617918	204617919	rs11588857	Educational attainment (years of education)	OPC.hypo.dmr.bed	LRRN2
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	OPC.hypo.dmr.bed	ITGA8
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	OPC.hypo.dmr.bed	LRRTM3, CTNNA3
chr11	16334224	16334225	rs297346	Neuroticism	OPC.hypo.dmr.bed	SOX6
chr12	2239677	2239678	rs11062170	Bipolar disorder	OPC.hypo.dmr.bed	CACNA1C
chr12	49080448	49080449	rs7959831	Intelligence	OPC.hypo.dmr.bed	RHEBL1 - DHH
chr12	109549112	109549113	rs888194	Neuroticism	OPC.hypo.dmr.bed	UBE3B - MMAB
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	OPC.hypo.dmr.bed	HIP1R
chr14	32809803	32809804	rs12885221	Intelligence	OPC.hypo.dmr.bed	AKAP6
chr14	103552117	103552118	rs10129426	Intelligence	OPC.hypo.dmr.bed	RNU7-160P - BAG5
